cod,nome,uf
130210,JAPURÁ (AM),AM
411240,JAPURÁ (PR),PR
260795,JAQUEIRA,PE
431112,JAQUIRANA,RS
521180,JARAGUÁ,GO
420890,JARAGUÁ DO SUL,SC
500490,JARAGUARI,MS
270370,JARAMATAIA,AL
230710,JARDIM (CE),CE
500500,JARDIM (MS),MS
411250,JARDIM ALEGRE,PR
240550,JARDIM DE ANGICOS,RN
240560,JARDIM DE PIRANHAS,RN
220525,JARDIM DO MULATO,PI
240570,JARDIM DO SERIDÓ,RN
411260,JARDIM OLINDA,PR
420895,JARDINÓPOLIS (SC),SC
352510,JARDINÓPOLIS (SP),SP
431113,JARI,RS
352520,JARINU,SP
110011,JARU,RO
521190,JATAÍ,GO
411270,JATAIZINHO,PR
260800,JATAÚBA,PE
500510,JATEÍ,MS
230720,JATI,CE
210545,JATOBÁ (MA),MA
260805,JATOBÁ (PE),PE
220527,JATOBÁ DO PIAUÍ,PI
352530,JAÚ,SP
171150,JAÚ DO TOCANTINS,TO
521200,JAUPACI,GO
510500,JAURU,MT
313540,JECEABA,MG
313545,JENIPAPO DE MINAS,MG
210547,JENIPAPO DOS VIEIRAS,MA
313550,JEQUERI,MG
270375,JEQUIÁ DA PRAIA,AL
291800,JEQUIÉ,BA
313560,JEQUITAÍ,MG
313570,JEQUITIBÁ,MG
313580,JEQUITINHONHA,MG
291810,JEREMOABO,BA
250740,JERICÓ,PB
352540,JERIQUARA,SP
320310,JERÔNIMO MONTEIRO,ES
220530,JERUMENHA,PI
313590,JESUÂNIA,MG
411275,JESUÍTAS,PR
521205,JESÚPOLIS,GO
110012,JI-PARANÁ,RO
230725,JIJOCA DE JERICOACOARA,CE
291820,JIQUIRIÇÁ,BA
291830,JITAÚNA,BA
420900,JOAÇABA,SC
313600,JOAÍMA,MG
313610,JOANÉSIA,MG
352550,JOANÓPOLIS,SP
260810,JOÃO ALFREDO,PE
240580,JOÃO CÂMARA,RN
220535,JOÃO COSTA,PI
240590,JOÃO DIAS,RN
291835,JOÃO DOURADO,BA
210550,JOÃO LISBOA,MA
313620,JOÃO MONLEVADE,MG
320313,JOÃO NEIVA,ES
250750,JOÃO PESSOA,PB
313630,JOÃO PINHEIRO,MG
352560,JOÃO RAMALHO,SP
313640,JOAQUIM FELÍCIO,MG
270380,JOAQUIM GOMES,AL
260820,JOAQUIM NABUCO,PE
220540,JOAQUIM PIRES,PI
411280,JOAQUIM TÁVORA,PR
251365,JOCA CLAUDINO,PB
220545,JOCA MARQUES,PI
431115,JÓIA,RS
420910,JOINVILLE,SC
313650,JORDÂNIA,MG
120032,JORDÃO,AC
420915,JOSÉ BOITEUX,SC
352570,JOSÉ BONIFÁCIO,SP
240600,JOSÉ DA PENHA,RN
220550,JOSÉ DE FREITAS,PI
313652,JOSÉ GONÇALVES DE MINAS,MG
313655,JOSÉ RAYDAN,MG
210560,JOSELÂNDIA,MA
313657,JOSENÓPOLIS,MG
521210,JOVIÂNIA,GO
510510,JUARA,MT
250760,JUAREZ TÁVORA,PB
171180,JUARINA,TO
313665,JUATUBA,MG
250770,JUAZEIRINHO,PB
291840,JUAZEIRO,BA
230730,JUAZEIRO DO NORTE,CE
220551,JUAZEIRO DO PIAUÍ,PI
230740,JUCÁS,CE
260825,JUCATI,PE
291845,JUCURUÇU,BA
240610,JUCURUTU,RN
510515,JUÍNA,MT
313670,JUIZ DE FORA,MG
220552,JÚLIO BORGES,PI
431120,JÚLIO DE CASTILHOS,RS
352580,JÚLIO MESQUITA,SP
352585,JUMIRIM,SP
210565,JUNCO DO MARANHÃO,MA
250780,JUNCO DO SERIDÓ,PB
270390,JUNDIÁ (AL),AL
240615,JUNDIÁ (RN),RN
352590,JUNDIAÍ,SP
411290,JUNDIAÍ DO SUL,PR
270400,JUNQUEIRO,AL
352600,JUNQUEIRÓPOLIS,SP
260830,JUPI,PE
420917,JUPIÁ,SC
352610,JUQUIÁ,SP
352620,JUQUITIBA,SP
313680,JURAMENTO,MG
411295,JURANDA,PR
260840,JUREMA (PE),PE
220553,JUREMA (PI),PI
250790,JURIPIRANGA,PB
250800,JURU,PB
130220,JURUÁ,AM
313690,JURUAIA,MG
510517,JURUENA,MT
150390,JURUTI,PA
510520,JUSCIMEIRA,MT
291850,JUSSARA (BA),BA
521220,JUSSARA (GO),GO
411300,JUSSARA (PR),PR
291855,JUSSARI,BA
291860,JUSSIAPE,BA
130230,JUTAÍ,AM
500515,JUTI,MS
313695,JUVENÍLIA,MG
411310,KALORÉ,PR
130240,LÁBREA,AM
420920,LACERDÓPOLIS,SC
313700,LADAINHA,MG
500520,LADÁRIO,MS
291870,LAFAIETE COUTINHO,BA
313710,LAGAMAR,MG
280350,LAGARTO,SE
420930,LAGES,SC
210570,LAGO DA PEDRA,MA
210580,LAGO DO JUNCO,MA
210594,LAGO DOS RODRIGUES,MA
210590,LAGO VERDE,MA
250810,LAGOA,PB
220555,LAGOA ALEGRE,PI
431123,LAGOA BONITA DO SUL,RS
240620,LAGOA D'ANTA,RN
270410,LAGOA DA CANOA,AL
171190,LAGOA DA CONFUSÃO,TO
313720,LAGOA DA PRATA,MG
250820,LAGOA DE DENTRO,PB
260850,LAGOA DE ITAENGA,PE
240630,LAGOA DE PEDRAS,RN
220557,LAGOA DE SÃO FRANCISCO,PI
240640,LAGOA DE VELHOS,RN
220556,LAGOA DO BARRO DO PIAUÍ,PI
260845,LAGOA DO CARRO,PE
210592,LAGOA DO MATO,MA
260860,LAGOA DO OURO,PE
220558,LAGOA DO PIAUÍ,PI
220559,LAGOA DO SÍTIO,PI
171195,LAGOA DO TOCANTINS,TO
260870,LAGOA DOS GATOS,PE
313730,LAGOA DOS PATOS (MG),MG
430000,LAGOA DOS PATOS (RS),RS
431127,LAGOA DOS TRÊS CANTOS,RS
313740,LAGOA DOURADA,MG
313750,LAGOA FORMOSA,MG
313753,LAGOA GRANDE (MG),MG
260875,LAGOA GRANDE (PE),PE
210596,LAGOA GRANDE DO MARANHÃO,MA
430000,LAGOA MIRIM,RS
240650,LAGOA NOVA,RN
291875,LAGOA REAL,BA
240660,LAGOA SALGADA,RN
521225,LAGOA SANTA (GO),GO
313760,LAGOA SANTA (MG),MG
250830,LAGOA SECA,PB
431130,LAGOA VERMELHA,RS
431125,LAGOÃO,RS
352630,LAGOINHA,SP
220554,LAGOINHA DO PIAUÍ,PI
420940,LAGUNA,SC
500525,LAGUNA CARAPÃ,MS
291880,LAJE,BA
330230,LAJE DO MURIAÉ,RJ
431140,LAJEADO (RS),RS
171200,LAJEADO (TO),TO
431142,LAJEADO DO BUGRE,RS
420945,LAJEADO GRANDE,SC
210598,LAJEADO NOVO,MA
291890,LAJEDÃO,BA
291900,LAJEDINHO,BA
260880,LAJEDO,PE
291905,LAJEDO DO TABOCAL,BA
240670,LAJES,RN
240680,LAJES PINTADAS,RN
313770,LAJINHA,MG
291910,LAMARÃO,BA
313780,LAMBARI,MG
510523,LAMBARI D'OESTE,MT
313790,LAMIM,MG
220560,LANDRI SALES,PI
411320,LAPA,PR
291915,LAPÃO,BA
320316,LARANJA DA TERRA,ES
313800,LARANJAL (MG),MG
411325,LARANJAL (PR),PR
160027,LARANJAL DO JARI,AP
352640,LARANJAL PAULISTA,SP
280360,LARANJEIRAS,SE
411330,LARANJEIRAS DO SUL,PR
313810,LASSANCE,MG
250840,LASTRO,PB
420950,LAURENTINO,SC
291920,LAURO DE FREITAS,BA
420960,LAURO MÜLLER,SC
171215,LAVANDEIRA,TO
352650,LAVÍNIA,SP
313820,LAVRAS,MG
230750,LAVRAS DA MANGABEIRA,CE
431150,LAVRAS DO SUL,RS
352660,LAVRINHAS,SP
313830,LEANDRO FERREIRA,MG
420970,LEBON RÉGIS,SC
352670,LEME,SP
313835,LEME DO PRADO,MG
291930,LENÇÓIS,BA
352680,LENÇÓIS PAULISTA,SP
420980,LEOBERTO LEAL,SC
313840,LEOPOLDINA,MG
521230,LEOPOLDO DE BULHÕES,GO
411340,LEÓPOLIS,PR
431160,LIBERATO SALZANO,RS
313850,LIBERDADE,MG
291940,LICÍNIO DE ALMEIDA,BA
411342,LIDIANÓPOLIS,PR
210600,LIMA CAMPOS,MA
313860,LIMA DUARTE,MG
352690,LIMEIRA,SP
313862,LIMEIRA DO OESTE,MG
260890,LIMOEIRO,PE
270420,LIMOEIRO DE ANADIA,AL
150400,LIMOEIRO DO AJURU,PA
230760,LIMOEIRO DO NORTE,CE
411345,LINDOESTE,PR
352700,LINDÓIA,SP
420985,LINDÓIA DO SUL,SC
431162,LINDOLFO COLLOR,RS
431164,LINHA NOVA,RS
320320,LINHARES,ES
352710,LINS,SP
250850,LIVRAMENTO,PB
291950,LIVRAMENTO DE NOSSA SENHORA,BA
171240,LIZARDA,TO
411350,LOANDA,PR
411360,LOBATO,PR
250855,LOGRADOURO,PB
411370,LONDRINA,PR
313865,LONTRA,MG
420990,LONTRAS,SC
352720,LORENA,SP
210610,LORETO,MA
352725,LOURDES,SP
352730,LOUVEIRA,SP
510525,LUCAS DO RIO VERDE,MT
352740,LUCÉLIA,SP
250860,LUCENA,PB
352750,LUCIANÓPOLIS,SP
510530,LUCIARA,MT
240690,LUCRÉCIA,RN
352760,LUÍS ANTÔNIO,SP
220570,LUÍS CORREIA,PI
210620,LUÍS DOMINGUES,MA
291955,LUÍS EDUARDO MAGALHÃES,BA
240700,LUÍS GOMES,RN
313867,LUISBURGO,MG
313868,LUISLÂNDIA,MG
421000,LUIZ ALVES,SC
411373,LUIZIANA,PR
352770,LUIZIÂNIA,SP
313870,LUMINÁRIAS,MG
411375,LUNARDELLI,PR
352780,LUPÉRCIO,SP
411380,LUPIONÓPOLIS,PR
352790,LUTÉCIA,SP
313880,LUZ,MG
421003,LUZERNA,SC
521250,LUZIÂNIA,GO
220580,LUZILÂNDIA,PI
171245,LUZINÓPOLIS,TO
330240,MACAÉ,RJ
240710,MACAÍBA,RN
291960,MACAJUBA,BA
431171,MAÇAMBARÁ,RS
280370,MACAMBIRA,SE
160030,MACAPÁ,AP
260900,MACAPARANA,PE
291970,MACARANI,BA
352800,MACATUBA,SP
240720,MACAU,RN
352810,MACAUBAL,SP
291980,MACAÚBAS,BA
352820,MACEDÔNIA,SP
270430,MACEIÓ,AL
313890,MACHACALIS,MG
431170,MACHADINHO,RS
110013,MACHADINHO D'OESTE,RO
313900,MACHADO,MG
260910,MACHADOS,PE
421005,MACIEIRA,SC
330245,MACUCO,RJ
291990,MACURURÉ,BA
230763,MADALENA,CE
220585,MADEIRO,PI
291992,MADRE DE DEUS,BA
313910,MADRE DE DEUS DE MINAS,MG
250870,MÃE D'ÁGUA,PB
150405,MÃE DO RIO,PA
291995,MAETINGA,BA
421010,MAFRA,SC
150410,MAGALHÃES BARATA,PA
210630,MAGALHÃES DE ALMEIDA,MA
352830,MAGDA,SP
330250,MAGÉ,RJ
292000,MAIQUINIQUE,BA
292010,MAIRI,BA
352840,MAIRINQUE,SP
352850,MAIRIPORÃ,SP
521260,MAIRIPOTABA,GO
421020,MAJOR GERCINO,SC
270440,MAJOR ISIDORO,AL
240725,MAJOR SALES,RN
421030,MAJOR VIEIRA,SC
313920,MALACACHETA,MG
292020,MALHADA,BA
292030,MALHADA DE PEDRAS,BA
280380,MALHADA DOS BOIS,SE
280390,MALHADOR,SE
411390,MALLET,PR
250880,MALTA,PB
250890,MAMANGUAPE,PB
521270,MAMBAÍ,GO
411400,MAMBORÊ,PR
313925,MAMONAS,MG
431173,MAMPITUBA,RS
130250,MANACAPURU,AM
250900,MANAÍRA,PB
130255,MANAQUIRI,AM
260915,MANARI,PE
130260,MANAUS,AM
120033,MÂNCIO LIMA,AC
411410,MANDAGUAÇU,PR
411420,MANDAGUARI,PR
411430,MANDIRITUBA,PR
352860,MANDURI,SP
411435,MANFRINÓPOLIS,PR
313930,MANGA,MG
330260,MANGARATIBA,RJ
411440,MANGUEIRINHA,PR
313940,MANHUAÇU,MG
313950,MANHUMIRIM,MG
130270,MANICORÉ,AM
220590,MANOEL EMÍDIO,PI
411450,MANOEL RIBAS,PR
120034,MANOEL URBANO,AC
431175,MANOEL VIANA,RS
292040,MANOEL VITORINO,BA
292045,MANSIDÃO,BA
313960,MANTENA,MG
320330,MANTENÓPOLIS,ES
431177,MAQUINÉ,RS
313980,MAR DE ESPANHA,MG
270490,MAR VERMELHO,AL
521280,MARA ROSA,GO
130280,MARAÃ,AM
150420,MARABÁ,PA
352870,MARABÁ PAULISTA,SP
210632,MARACAÇUMÉ,MA
352880,MARACAÍ,SP
421040,MARACAJÁ,SC
500540,MARACAJU,MS
150430,MARACANÃ,PA
230765,MARACANAÚ,CE
292050,MARACÁS,BA
270450,MARAGOGI,AL
292060,MARAGOGIPE,BA
260920,MARAIAL,PE
210635,MARAJÁ DO SENA,MA
230770,MARANGUAPE,CE
210637,MARANHÃOZINHO,MA
150440,MARAPANIM,PA
352885,MARAPOAMA,SP
431179,MARATÁ,RS
320332,MARATAÍZES,ES
431180,MARAU,RS
292070,MARAÚ,BA
270460,MARAVILHA (AL),AL
421050,MARAVILHA (SC),SC
313970,MARAVILHAS,MG
250905,MARCAÇÃO,PB
510558,MARCELÂNDIA,MT
431190,MARCELINO RAMOS,RS
240730,MARCELINO VIEIRA,RN
292080,MARCIONÍLIO SOUZA,BA
230780,MARCO,CE
220595,MARCOLÂNDIA,PI
220600,MARCOS PARENTE,PI
411460,MARECHAL CÂNDIDO RONDON,PR
270470,MARECHAL DEODORO,AL
320334,MARECHAL FLORIANO,ES
120035,MARECHAL THAUMATURGO,AC
421055,MAREMA,SC
250910,MARI,PB
313990,MARIA DA FÉ,MG
411470,MARIA HELENA,PR
411480,MARIALVA,PR
314000,MARIANA,MG
431198,MARIANA PIMENTEL,RS
431200,MARIANO MORO,RS
171250,MARIANÓPOLIS DO TOCANTINS,TO
352890,MARIÁPOLIS,SP
270480,MARIBONDO,AL
330270,MARICÁ,RJ
314010,MARILAC,MG
320335,MARILÂNDIA,ES
411490,MARILÂNDIA DO SUL,PR
411500,MARILENA,PR
352900,MARÍLIA,SP
411510,MARILUZ,PR
411520,MARINGÁ,PR
352910,MARINÓPOLIS,SP
314015,MÁRIO CAMPOS,MG
411530,MARIÓPOLIS,PR
411535,MARIPÁ,PR
314020,MARIPÁ DE MINAS,MG
150442,MARITUBA,PA
250915,MARIZÓPOLIS,PB
314030,MARLIÉRIA,MG
411540,MARMELEIRO,PR
314040,MARMELÓPOLIS,MG
431205,MARQUES DE SOUZA,RS
411545,MARQUINHO,PR
314050,MARTINHO CAMPOS,MG
230790,MARTINÓPOLE,CE
352920,MARTINÓPOLIS,SP
240740,MARTINS,RN
314053,MARTINS SOARES,MG
280400,MARUIM,SE
411550,MARUMBI,PR
521290,MARZAGÃO,GO
292090,MASCOTE,BA
230800,MASSAPÊ,CE
220605,MASSAPÊ DO PIAUÍ,PI
250920,MASSARANDUBA (PB),PB
421060,MASSARANDUBA (SC),SC
431210,MATA,RS
292100,MATA DE SÃO JOÃO,BA
270500,MATA GRANDE,AL
210640,MATA ROMA,MA
314055,MATA VERDE,MG
352930,MATÃO,SP
250930,MATARACA,PB
171270,MATEIROS,TO
411560,MATELÂNDIA,PR
314060,MATERLÂNDIA,MG
314070,MATEUS LEME,MG
317150,MATHIAS LOBATO,MG
314080,MATIAS BARBOSA,MG
314085,MATIAS CARDOSO,MG
220610,MATIAS OLÍMPIO,PI
292105,MATINA,BA
210650,MATINHA,MA
250933,MATINHAS,PB
411570,MATINHOS,PR
314090,MATIPÓ,MG
431213,MATO CASTELHANO,RS
250937,MATO GROSSO,PB
431215,MATO LEITÃO,RS
431217,MATO QUEIMADO,RS
411573,MATO RICO,PR
314100,MATO VERDE,MG
210660,MATÕES,MA
210663,MATÕES DO NORTE,MA
421070,MATOS COSTA,SC
314110,MATOZINHOS,MG
521295,MATRINCHÃ,GO
270510,MATRIZ DE CAMARAGIBE,AL
510560,MATUPÁ,MT
250939,MATURÉIA,PB
314120,MATUTINA,MG
352940,MAUÁ,SP
411575,MAUÁ DA SERRA,PR
130290,MAUÉS,AM
521300,MAURILÂNDIA,GO
171280,MAURILÂNDIA DO TOCANTINS,TO
230810,MAURITI,CE
240750,MAXARANGUAPE,RN
431220,MAXIMILIANO DE ALMEIDA,RS
160040,MAZAGÃO,AP
314130,MEDEIROS,MG
292110,MEDEIROS NETO,BA
411580,MEDIANEIRA,PR
150445,MEDICILÂNDIA,PA
314140,MEDINA,MG
421080,MELEIRO,SC
150450,MELGAÇO,PA
330280,MENDES,RJ
314150,MENDES PIMENTEL,MG
352950,MENDONÇA,SP
411585,MERCEDES,PR
314160,MERCÊS,MG
352960,MERIDIANO,SP
230820,MERUOCA,CE
352965,MESÓPOLIS,SP
314170,MESQUITA (MG),MG
330285,MESQUITA (RJ),RJ
270520,MESSIAS,AL
240760,MESSIAS TARGINO,RN
220620,MIGUEL ALVES,PI
292120,MIGUEL CALMON,BA
220630,MIGUEL LEÃO,PI
330290,MIGUEL PEREIRA,RJ
352970,MIGUELÓPOLIS,SP
292130,MILAGRES (BA),BA
230830,MILAGRES (CE),CE
210667,MILAGRES DO MARANHÃO,MA
230835,MILHÃ,CE
220635,MILTON BRANDÃO,PI
521305,MIMOSO DE GOIÁS,GO
320340,MIMOSO DO SUL,ES
521308,MINAÇU,GO
270530,MINADOR DO NEGRÃO,AL
431225,MINAS DO LEÃO,RS
314180,MINAS NOVAS,MG
314190,MINDURI,MG
521310,MINEIROS,GO
352980,MINEIROS DO TIETÊ,SP
110120,MINISTRO ANDREAZZA,RO
353000,MIRA ESTRELA,SP
314200,MIRABELA,MG
352990,MIRACATU,SP
330300,MIRACEMA,RJ
171320,MIRACEMA DO TOCANTINS,TO
210670,MIRADOR (MA),MA
411590,MIRADOR (PR),PR
314210,MIRADOURO,MG
431230,MIRAGUAÍ,RS
314220,MIRAÍ,MG
230837,MIRAÍMA,CE
500560,MIRANDA,MS
210675,MIRANDA DO NORTE,MA
260930,MIRANDIBA,PE
353010,MIRANDÓPOLIS,SP
292140,MIRANGABA,BA
171330,MIRANORTE,TO
292145,MIRANTE,BA
110130,MIRANTE DA SERRA,RO
353020,MIRANTE DO PARANAPANEMA,SP
411600,MIRASELVA,PR
353030,MIRASSOL,SP
510562,MIRASSOL D'OESTE,MT
353040,MIRASSOLÂNDIA,SP
314225,MIRAVÂNIA,MG
421085,MIRIM DOCE,SC
210680,MIRINZAL,MA
411605,MISSAL,PR
230840,MISSÃO VELHA,CE
150460,MOCAJUBA,PA
353050,MOCOCA,SP
421090,MODELO,SC
314230,MOEDA,MG
314240,MOEMA,MG
250940,MOGEIRO,PB
353060,MOGI DAS CRUZES,SP
353070,MOGI GUAÇU,SP
353080,MOGI MIRIM,SP
521340,MOIPORÁ,GO
280410,MOITA BONITA,SE
150470,MOJU,PA
150475,MOJUÍ DOS CAMPOS,PA
230850,MOMBAÇA,CE
353090,MOMBUCA,SP
210690,MONÇÃO,MA
353100,MONÇÕES,SP
421100,MONDAÍ,SC
353110,MONGAGUÁ,SP
314250,MONJOLOS,MG
220640,MONSENHOR GIL,PI
220650,MONSENHOR HIPÓLITO,PI
314260,MONSENHOR PAULO,MG
230860,MONSENHOR TABOSA,CE
250950,MONTADAS,PB
314270,MONTALVÂNIA,MG
320350,MONTANHA,ES
240770,MONTANHAS,RN
431235,MONTAURI,RS
150480,MONTE ALEGRE (PA),PA
240780,MONTE ALEGRE (RN),RN
521350,MONTE ALEGRE DE GOIÁS,GO
314280,MONTE ALEGRE DE MINAS,MG
280420,MONTE ALEGRE DE SERGIPE,SE
220660,MONTE ALEGRE DO PIAUÍ,PI
353120,MONTE ALEGRE DO SUL,SP
431237,MONTE ALEGRE DOS CAMPOS,RS
353130,MONTE ALTO,SP
353140,MONTE APRAZÍVEL,SP
314290,MONTE AZUL,MG
353150,MONTE AZUL PAULISTA,SP
314300,MONTE BELO,MG
431238,MONTE BELO DO SUL,RS
421105,MONTE CARLO,SC
314310,MONTE CARMELO,MG
421110,MONTE CASTELO (SC),SC
353160,MONTE CASTELO (SP),SP
240790,MONTE DAS GAMELEIRAS,RN
171360,MONTE DO CARMO,TO
314315,MONTE FORMOSO,MG
250960,MONTE HOREBE,PB
353180,MONTE MOR,SP
110140,MONTE NEGRO,RO
292150,MONTE SANTO,BA
314320,MONTE SANTO DE MINAS,MG
171370,MONTE SANTO DO TOCANTINS,TO
314340,MONTE SIÃO,MG
250970,MONTEIRO,PB
353170,MONTEIRO LOBATO,SP
270540,MONTEIRÓPOLIS,AL
431240,MONTENEGRO,RS
210700,MONTES ALTOS,MA
314330,MONTES CLAROS,MG
521370,MONTES CLAROS DE GOIÁS,GO
314345,MONTEZUMA,MG
521375,MONTIVIDIU,GO
521377,MONTIVIDIU DO NORTE,GO
230870,MORADA NOVA,CE
314350,MORADA NOVA DE MINAS,MG
230880,MORAÚJO,CE
261430,MOREILÂNDIA,PE
411610,MOREIRA SALES,PR
260940,MORENO,PE
431242,MORMAÇO,RS
292160,MORPARÁ,BA
411620,MORRETES,PR
230890,MORRINHOS (CE),CE
521380,MORRINHOS (GO),GO
431244,MORRINHOS DO SUL,RS
353190,MORRO AGUDO,SP
521385,MORRO AGUDO DE GOIÁS,GO
220665,MORRO CABEÇA NO TEMPO,PI
421120,MORRO DA FUMAÇA,SC
314360,MORRO DA GARÇA,MG
292170,MORRO DO CHAPÉU,BA
220667,MORRO DO CHAPÉU DO PIAUÍ,PI
314370,MORRO DO PILAR,MG
421125,MORRO GRANDE,SC
431245,MORRO REDONDO,RS
431247,MORRO REUTER,RS
210710,MORROS,MA
292180,MORTUGABA,BA
353200,MORUNGABA,SP
521390,MOSSÂMEDES,GO
240800,MOSSORÓ,RN
431250,MOSTARDAS,RS
353205,MOTUCA,SP
521400,MOZARLÂNDIA,GO
150490,MUANÁ,PA
140030,MUCAJAÍ,RR
230900,MUCAMBO,CE
292190,MUCUGÊ,BA
431260,MUÇUM,RS
292200,MUCURI,BA
320360,MUCURICI,ES
431261,MUITOS CAPÕES,RS
431262,MULITERNO,RS
230910,MULUNGU (CE),CE
250980,MULUNGU (PB),PB
292205,MULUNGU DO MORRO,BA
292210,MUNDO NOVO (BA),BA
521405,MUNDO NOVO (GO),GO
500568,MUNDO NOVO (MS),MS
314380,MUNHOZ,MG
411630,MUNHOZ DE MELO,PR
292220,MUNIZ FERREIRA,BA
320370,MUNIZ FREIRE,ES
292225,MUQUÉM DO SÃO FRANCISCO,BA
320380,MUQUI,ES
314390,MURIAÉ,MG
280430,MURIBECA,SE
270550,MURICI,AL
220669,MURICI DOS PORTELAS,PI
171395,MURICILÂNDIA,TO
292230,MURITIBA,BA
353210,MURUTINGA DO SUL,SP
292240,MUTUÍPE,BA
314400,MUTUM,MG
521410,MUTUNÓPOLIS,GO
314410,MUZAMBINHO,MG
314420,NACIP RAYDAN,MG
353215,NANTES,SP
314430,NANUQUE,MG
431265,NÃO-ME-TOQUE,RS
314435,NAQUE,MG
353220,NARANDIBA,SP
240810,NATAL,RN
314437,NATALÂNDIA,MG
314440,NATÉRCIA,MG
330310,NATIVIDADE (RJ),RJ
171420,NATIVIDADE (TO),TO
353230,NATIVIDADE DA SERRA,SP
250990,NATUBA,PB
421130,NAVEGANTES,SC
500570,NAVIRAÍ,MS
292250,NAZARÉ (BA),BA
171430,NAZARÉ (TO),TO
260950,NAZARÉ DA MATA,PE
220670,NAZARÉ DO PIAUÍ,PI
353240,NAZARÉ PAULISTA,SP
314450,NAZARENO,MG
251000,NAZAREZINHO,PB
220672,NAZÁRIA,PI
521440,NAZÁRIO,GO
280440,NEÓPOLIS,SE
314460,NEPOMUCENO,MG
521450,NERÓPOLIS,GO
353250,NEVES PAULISTA,SP
130300,NHAMUNDÁ,AM
353260,NHANDEARA,SP
431267,NICOLAU VERGUEIRO,RS
292260,NILO PEÇANHA,BA
330320,NILÓPOLIS,RJ
210720,NINA RODRIGUES,MA
314465,NINHEIRA,MG
500580,NIOAQUE,MS
353270,NIPOÃ,SP
521460,NIQUELÂNDIA,GO
240820,NÍSIA FLORESTA,RN
330330,NITERÓI,RJ
510590,NOBRES,MT
431270,NONOAI,RS
292265,NORDESTINA,BA
140040,NORMANDIA,RR
510600,NORTELÂNDIA,MT
280445,NOSSA SENHORA APARECIDA,SE
280450,NOSSA SENHORA DA GLÓRIA,SE
280460,NOSSA SENHORA DAS DORES,SE
411640,NOSSA SENHORA DAS GRAÇAS,PR
280470,NOSSA SENHORA DE LOURDES,SE
220675,NOSSA SENHORA DE NAZARÉ,PI
510610,NOSSA SENHORA DO LIVRAMENTO,MT
280480,NOSSA SENHORA DO SOCORRO,SE
220680,NOSSA SENHORA DOS REMÉDIOS,PI
353280,NOVA ALIANÇA,SP
411650,NOVA ALIANÇA DO IVAÍ,PR
431275,NOVA ALVORADA,RS
500600,NOVA ALVORADA DO SUL,MS
521470,NOVA AMÉRICA,GO
411660,NOVA AMÉRICA DA COLINA,PR
500620,NOVA ANDRADINA,MS
431280,NOVA ARAÇÁ,RS
521480,NOVA AURORA (GO),GO
411670,NOVA AURORA (PR),PR
510615,NOVA BANDEIRANTES,MT
431290,NOVA BASSANO,RS
314467,NOVA BELÉM,MG
431295,NOVA BOA VISTA,RS
510620,NOVA BRASILÂNDIA,MT
110014,NOVA BRASILÂNDIA D'OESTE,RO
431300,NOVA BRÉSCIA,RS
353282,NOVA CAMPINA,SP
292270,NOVA CANAÃ,BA
510621,NOVA CANAÃ DO NORTE,MT
353284,NOVA CANAÃ PAULISTA,SP
431301,NOVA CANDELÁRIA,RS
411680,NOVA CANTU,PR
353286,NOVA CASTILHO,SP
210725,NOVA COLINAS,MA
521483,NOVA CRIXÁS,GO
240830,NOVA CRUZ,RN
314470,NOVA ERA,MG
421140,NOVA ERECHIM,SC
411690,NOVA ESPERANÇA,PR
150495,NOVA ESPERANÇA DO PIRIÁ,PA
411695,NOVA ESPERANÇA DO SUDOESTE,PR
431303,NOVA ESPERANÇA DO SUL,RS
353290,NOVA EUROPA,SP
292273,NOVA FÁTIMA (BA),BA
411700,NOVA FÁTIMA (PR),PR
251010,NOVA FLORESTA,PB
330340,NOVA FRIBURGO,RJ
521486,NOVA GLÓRIA,GO
353300,NOVA GRANADA,SP
510880,NOVA GUARITA,MT
353310,NOVA GUATAPORANGA,SP
431306,NOVA HARTZ,RS
292275,NOVA IBIÁ,BA
330350,NOVA IGUAÇU,RJ
521487,NOVA IGUAÇU DE GOIÁS,GO
353320,NOVA INDEPENDÊNCIA,SP
210730,NOVA IORQUE,MA
150497,NOVA IPIXUNA,PA
421145,NOVA ITABERABA,SC
292280,NOVA ITARANA,BA
510618,NOVA LACERDA,MT
411705,NOVA LARANJEIRAS,PR
314480,NOVA LIMA,MG
411710,NOVA LONDRINA,PR
353330,NOVA LUZITÂNIA,SP
110033,NOVA MAMORÉ,RO
510885,NOVA MARILÂNDIA,MT
510890,NOVA MARINGÁ,MT
314490,NOVA MÓDICA,MG
510895,NOVA MONTE VERDE,MT
510622,NOVA MUTUM,MT
510617,NOVA NAZARÉ,MT
353340,NOVA ODESSA,SP
510623,NOVA OLÍMPIA (MT),MT
411720,NOVA OLÍMPIA (PR),PR
230920,NOVA OLINDA (CE),CE
251020,NOVA OLINDA (PB),PB
171488,NOVA OLINDA (TO),TO
210735,NOVA OLINDA DO MARANHÃO,MA
130310,NOVA OLINDA DO NORTE,AM
431308,NOVA PÁDUA,RS
431310,NOVA PALMA,RS
251030,NOVA PALMEIRA,PB
431320,NOVA PETRÓPOLIS,RS
314500,NOVA PONTE,MG
314505,NOVA PORTEIRINHA,MG
431330,NOVA PRATA,RS
411725,NOVA PRATA DO IGUAÇU,PR
431333,NOVA RAMADA,RS
292285,NOVA REDENÇÃO,BA
314510,NOVA RESENDE,MG
